,id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,popularity
0,2pk8nZWZqvHvPc8gzDflG4,Sorry About That,Goddamnit!,7MtJrKwP2h9eJMqnooR6iM,['Alkaline Trio'],['1aEYCT7t18aM3VvM6y8oVR'],12,1,False,0.359,0.292,9,-11.363,1,0.0317,0.887,0.000266,0.133,0.327,67.68,199640,4.0,1998,1998-10-09,26
1,7FB9IVMZZlIPoVxQm5EWpS,Tear Off Your Own Head (It's A Doll Revolution),Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],1,1,False,0.442,0.79,9,-6.3320000000000025,1,0.0356,0.000144,0.0,0.3829999999999999,0.7490000000000001,147.185,237427,4.0,2003,2003-09-23,15
2,3OTKJZGz7RF0kRDZF0y8NP,Stealing Rosemary,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],2,1,False,0.507,0.83,9,-5.675,0,0.0347,0.00188,2.29e-05,0.262,0.8190000000000001,152.351,212400,4.0,2003,2003-09-23,18
3,3i6CQT8KiVCsFUs620s0oJ,Something That You Said - Jeremy Wheatley Mix,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],3,1,False,0.575,0.68,6,-5.702000000000001,1,0.03,0.0472,0.0010199999999999,0.0944,0.239,106.992,256000,4.0,2003,2003-09-23,26
4,0KdDz0A448duWpNhsW6Fie,Ask Me No Questions,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],4,1,False,0.59,0.498,6,-6.672999999999999,1,0.0258,0.1009999999999999,1.26e-05,0.105,0.278,107.203,206107,4.0,2003,2003-09-23,15
5,7m6d2iqM9KtbVmw2aGbpYy,The Rain Song,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],5,1,False,0.4629999999999999,0.638,6,-4.964,0,0.0346,0.00536,2.07e-06,0.107,0.552,133.237,221067,4.0,2003,2003-09-23,7
6,6juwHlykZqisioPQ59LZhz,Nickel Romeo,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],6,1,False,0.52,0.762,2,-6.026,1,0.0266,0.0292,0.000226,0.22,0.547,92.158,297267,4.0,2003,2003-09-23,19
7,766Mc02eTetq61oRytPPYR,Ride The Ride,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],7,1,False,0.4379999999999999,0.8170000000000001,0,-5.794,1,0.0335,0.00349,0.00867,0.0968,0.498,149.12,288360,4.0,2003,2003-09-23,7
8,39hJ7RwNn2hgv5oGAksAOF,I Will Take Care Of You,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],8,1,False,0.503,0.407,1,-6.643,1,0.0264,0.375,1.45e-06,0.0769,0.324,139.882,236867,4.0,2003,2003-09-23,16
9,6Yjm7Pq87d7suTvMMT4qkx,Here Right Now,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],9,1,False,0.5920000000000001,0.763,4,-5.218,1,0.0289999999999999,0.0169,0.0,0.11,0.6940000000000001,128.188,204800,4.0,2003,2003-09-23,23
10,1vNbRbcIA5fPFk8dslnFgl,Single By Choice,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],10,1,False,0.494,0.647,7,-6.4110000000000005,1,0.0299,0.0090599999999999,1.68e-06,0.127,0.247,113.132,221173,4.0,2003,2003-09-23,13
11,1QXO2FcuY7J1hTKp6NNDNs,Lost At Sea,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],11,1,False,0.536,0.5770000000000001,9,-6.122000000000001,1,0.0276,0.00622,0.0,0.191,0.415,112.176,235600,4.0,2003,2003-09-23,13
12,658HdburbNyrp804RCmKTj,Song For A Good Son,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],12,1,False,0.483,0.6729999999999999,6,-7.886,0,0.0351,0.0242,0.000396,0.0594,0.282,132.14700000000002,241493,4.0,2003,2003-09-23,7
13,6OCdmNp0mtR0tp8KWlhENE,Mixed Messages,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],13,1,False,0.546,0.74,0,-5.295,1,0.0289999999999999,0.00215,0.0,0.122,0.669,122.184,199133,4.0,2003,2003-09-23,6
14,2YIp7aR250kRw5VBqznXPM,Between The Two,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],14,1,False,0.501,0.938,11,-5.534,1,0.0421,0.00512,7.13e-05,0.288,0.757,135.245,222373,4.0,2003,2003-09-23,7
15,5KXq4uSWuZt3NDwwjjktKx,Grateful,Doll Revolution,2sYyYuLaLorfDy5cWBcGYD,['The Bangles'],['51l0uqRxGaczYr4271pVIC'],15,1,False,0.523,0.4920000000000001,0,-8.262,1,0.0275,0.185,3.620000000000001e-05,0.139,0.248,132.168,299653,4.0,2003,2003-09-23,13
16,2EPOoZCvCYGfl5HqhXLpn6,How Can I Refuse,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],1,1,False,0.664,0.569,4,-10.427,1,0.0325,0.0182,1.41e-05,0.0951,0.705,132.59,232067,4.0,1983,1983-08-20,32
17,1b2UpGgm0mQW8y5holTjsa,Blue Guitar,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],2,1,False,0.61,0.5920000000000001,4,-10.259,1,0.0283,0.00524,0.000145,0.0781,0.256,104.703,234000,4.0,1983,1983-08-20,12
18,2Ot3v5exwKA1wGeadTDWer,Johnny Moon,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],3,1,False,0.614,0.29,2,-13.813,1,0.0366,0.2239999999999999,1.5e-05,0.106,0.186,122.942,240360,4.0,1983,1983-08-20,11
19,02uyPNvl3Z2iiW5cYrAMKc,Sleep Alone,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],4,1,False,0.608,0.6629999999999999,4,-12.199000000000002,1,0.0317,0.00119,0.0134,0.226,0.4679999999999999,123.525,251933,4.0,1983,1983-08-20,13
20,1mbFv5fbS5OFOBMjXPRBbq,Together Now,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],5,1,False,0.4029999999999999,0.4529999999999999,2,-11.232,1,0.0284,0.0928,0.000481,0.364,0.449,86.61,231973,4.0,1983,1983-08-20,24
21,3PlH7VdGsXd225ciH0ZWOg,Allies,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],6,1,False,0.48,0.336,10,-11.992,1,0.0319,0.1119999999999999,0.0,0.106,0.114,67.39399999999999,281427,4.0,1983,1983-08-20,24
22,2hWLY0vPbXxhwmZtlccRhc,(Beat By) Jealousy,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],7,1,False,0.569,0.667,9,-10.462,1,0.0386,0.0204,0.000656,0.256,0.485,102.923,200333,4.0,1983,1983-08-20,9
23,5Ffsz5jlaRpV1f5lDVf9NE,Heavy Heart,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],8,1,False,0.619,0.622,2,-10.22,1,0.0229,0.00171,0.000151,0.1119999999999999,0.622,95.551,231000,4.0,1983,1983-08-20,10
24,0tLp8QUUBfZe3cqvOiK16b,Love Mistake,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],9,1,False,0.532,0.318,7,-14.989,1,0.0276,0.0379,2.83e-06,0.0635,0.261,75.49600000000002,206800,4.0,1983,1983-08-20,10
25,1qBBCfrA24UPQGH7EJVpEa,Language of Love,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],10,1,False,0.62,0.467,1,-11.875,0,0.0252,0.00249,1.3e-05,0.32,0.326,104.941,218400,4.0,1983,1983-08-20,11
26,1NmdOIhN9iYVl3OYpxT2lc,Ambush,Passionworks,39WDNIAYcdpBUWdHDBqRmj,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],11,1,False,0.831,0.4629999999999999,4,-13.055,1,0.0415,0.0141,0.0020399999999999,0.0674,0.5870000000000001,113.714,194000,4.0,1983,1983-08-20,8
27,0j7hQj1Qf5HOz2I0xWyLNp,Make a Move,Make a Move,01AmdV9WoTrKUzbYxTSUp7,['DJ Roc'],['4yezvNBtagNhqxb9WEPQeH'],1,1,False,0.792,0.8740000000000001,6,-4.351,0,0.0418,0.0028,0.773,0.0579,0.607,125.023,188165,4.0,2017,2017-01-03,0
28,6SK6e646MUuVEn7XYlkZrm,Magic Mystery Tour,Magic Mystery Tour,2pxLNDVlYs5NJ8NCro32ZC,"['KaW', 'Paula Terry']","['0UXvTAn7eroIsE91gEyBz7', '4tRpxHPoasVppHI9xYqjw9']",1,1,False,0.7040000000000001,0.944,1,-3.5410000000000004,1,0.061,0.0429,0.00542,0.0489,0.297,135.991,168385,4.0,2020,2020-11-16,0
29,4GDCkgru106FJuvaa4xR3S,Obvious,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],1,1,False,0.381,0.882,9,-5.754,1,0.0897,0.00187,1.01e-06,0.208,0.471,145.92700000000005,171787,4.0,2005,2005-02-15,4
30,4Yrfl5fqqr85WfbYiYMn9h,The Habit,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],2,1,False,0.2769999999999999,0.937,7,-6.687,1,0.109,0.0802,0.594,0.35,0.39,186.047,110640,4.0,2005,2005-02-15,11
31,1fdv772hAlUJLR8hYDr3Jr,5th of July,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],3,1,False,0.28,0.565,0,-7.982,1,0.0553,8.070000000000001e-05,0.315,0.102,0.479,131.126,171040,4.0,2005,2005-02-15,2
32,3miP3L1oUqAbuLW00eAd54,Slowly Then Suddenly,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],4,1,False,0.4,0.7829999999999999,9,-9.704,1,0.0804,0.00104,0.0,0.1669999999999999,0.368,126.121,196773,4.0,2005,2005-02-15,1
33,53EOCMWl45HZznUehBClIn,Small Doses,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],5,1,False,0.4589999999999999,0.711,2,-8.802,1,0.0346,0.000263,0.0,0.371,0.3829999999999999,127.957,182160,4.0,2005,2005-02-15,0
34,1Mu4feZph0nuZLK2mYqTd2,Getting Ready,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],6,1,False,0.595,0.482,9,-14.161,1,0.0337,0.0411,0.00513,0.085,0.1889999999999999,118.014,202347,4.0,2005,2005-02-15,0
35,0JQZ4c7nEVEUexOo3Knqld,Laundromat,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],7,1,False,0.317,0.838,11,-8.843,1,0.0482,0.0131,0.8290000000000001,0.364,0.5770000000000001,139.168,174707,4.0,2005,2005-02-15,0
36,6CZTvy7qMBWADtnIfpmkEh,My Lucky Day,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],8,1,False,0.115,0.92,2,-8.28,1,0.113,6.09e-05,0.00278,0.268,0.434,200.159,167387,4.0,2005,2005-02-15,0
37,75eHaHUw54SSVgO9VkNSfy,New Depression,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],9,1,False,0.2269999999999999,0.865,0,-6.107,1,0.175,0.0676,0.0126,0.126,0.1689999999999999,191.967,181773,4.0,2005,2005-02-15,0
38,5HHFAg642FLYxmKS3QzJ9U,Going Through The Motions,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],10,1,False,0.166,0.426,7,-12.550999999999998,1,0.032,0.364,0.6920000000000001,0.123,0.12,92.415,226720,4.0,2005,2005-02-15,0
39,1QqvRaiIA3nXiAstQnAuKD,The Best Is Yet To Come,Fifth Of July,11MvhWBvREU4ctT8D0yyqb,['Watershed'],['2OB39INunGAD7SFgXsKXz7'],11,1,False,0.4370000000000001,0.7040000000000001,2,-8.179,1,0.0378,0.00022,3.49e-06,0.24,0.847,136.034,148307,4.0,2005,2005-02-15,1
40,4TpHLIEreyPS1S5QwJ2rhw,Minun joululauluni,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anne Mattila'],['5ct2tHA32AT2MHnHdlURtj'],1,1,False,0.446,0.487,5,-6.135,1,0.0295,0.6829999999999999,0.0,0.145,0.225,119.838,215293,3.0,2004,2004-10-07,12
41,3NteSHrz70yssvX6LClrZY,Joulu on se verraton,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,"['Anniina Mattila', 'Anne Mattila', 'Anneli Mattila']","['6QVFbggFLs46hse5DykNtl', '5ct2tHA32AT2MHnHdlURtj', '2qpbuxXFzohzpCJxPu1gq8']",2,1,False,0.59,0.728,2,-5.408,1,0.045,0.228,0.0,0.1969999999999999,0.672,150.024,180760,4.0,2004,2004-10-07,1
42,3lSe1TUbXbe7tWvVhhfSYC,Joulun paperitähti,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,"['Anniina Mattila', 'Anne Mattila', 'Anneli Mattila']","['6QVFbggFLs46hse5DykNtl', '5ct2tHA32AT2MHnHdlURtj', '2qpbuxXFzohzpCJxPu1gq8']",3,1,False,0.675,0.387,7,-7.151,1,0.0269,0.738,0.0,0.105,0.2239999999999999,135.841,206440,4.0,2004,2004-10-07,1
43,63V9B8qERiZhgH9uAZFq9n,Nyt kiireet pysähtyy,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anne Mattila'],['5ct2tHA32AT2MHnHdlURtj'],4,1,False,0.75,0.631,0,-6.162000000000001,1,0.0274,0.145,0.0,0.0451,0.472,120.12,236133,4.0,2004,2004-10-07,3
44,6gnrcQFfeOMS5WxMUX9zjq,Tonttu on tonttu,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anne Mattila'],['5ct2tHA32AT2MHnHdlURtj'],5,1,False,0.772,0.5920000000000001,7,-6.315,1,0.0378,0.447,0.0,0.0879,0.904,89.507,146027,4.0,2004,2004-10-07,3
45,3EgsI87GFzEPJOXWP9zkWS,Kuinka voisi joulu tulla,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anneli Mattila'],['2qpbuxXFzohzpCJxPu1gq8'],6,1,False,0.625,0.477,5,-7.487999999999999,0,0.0301,0.629,0.0,0.132,0.544,79.998,218227,4.0,2004,2004-10-07,3
46,4uiwMyN1pBx0hag2wQBUem,Hipi-hepan joululahja,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anitta Mattila'],['5xVY9dkQbFGUOKNPrdr0k5'],7,1,False,0.715,0.574,9,-6.075,1,0.0488,0.481,0.0,0.304,0.763,175.183,175107,4.0,2004,2004-10-07,1
47,2p4AFx4aV1dwl0Oc7YUXzs,Talven poika,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anne Mattila'],['5ct2tHA32AT2MHnHdlURtj'],8,1,False,0.525,0.6970000000000001,5,-6.053,0,0.0342,0.0648,0.0,0.0904,0.6659999999999999,175.065,163760,4.0,2004,2004-10-07,1
48,2PrzlNN1xOfxeeaVVTWgLL,Hallatar,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,['Anne Mattila'],['5ct2tHA32AT2MHnHdlURtj'],9,1,False,0.551,0.44,7,-7.1320000000000014,0,0.0329,0.865,0.0,0.106,0.358,150.11,181667,4.0,2004,2004-10-07,1
49,13Y7trjGmclWL2M1Oy9xyW,Lumiukko,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,"['Anne, Anniina & Anitta Mattila']",['1W49uXU31YGi1JId43GtUV'],10,1,False,0.695,0.46,10,-7.832999999999997,1,0.0285,0.113,0.0,0.188,0.462,87.494,113267,4.0,2004,2004-10-07,2
50,23tgzYGtGDIxYoa2UIwESw,Joulumaa,Minun Joululauluni,5SnMS45OdpauEVxiWCS0PH,"['Anniina Mattila', 'Anne Mattila', 'Anneli Mattila']","['6QVFbggFLs46hse5DykNtl', '5ct2tHA32AT2MHnHdlURtj', '2qpbuxXFzohzpCJxPu1gq8']",11,1,False,0.632,0.501,9,-7.306,1,0.0307,0.733,0.0,0.0923,0.611,80.029,206893,3.0,2004,2004-10-07,4
51,3szEwM5C82SAQzgpPB4Uts,Willie Goes to the Seashore,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],1,1,False,0.3429999999999999,0.8340000000000001,10,-9.71,0,0.0698,0.0135,0.752,0.119,0.612,176.68400000000003,179933,4.0,2000,2000,4
52,2EuA5dh6z7lDLsJYbx5tIE,Josie,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],2,1,False,0.444,0.763,0,-10.485,1,0.0288,0.00123,0.467,0.0892,0.922,88.432,157027,4.0,2000,2000,5
53,4dgNpK6ERNhubyGeZTcz4O,Mental Obsession,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],3,1,False,0.746,0.555,6,-11.541,0,0.0297,0.0458,0.0598,0.2019999999999999,0.8640000000000001,131.819,166467,4.0,2000,2000,8
54,5Qln17WlB9nK9V6G1ujLRi,Wish I'd Kept a Scrap Book,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],4,1,False,0.6609999999999999,0.519,0,-11.686,0,0.027,0.0263,0.0782,0.151,0.82,119.255,203533,4.0,2000,2000,4
55,70G2tjl6WlgjW9GK9mK3um,Superboy and Supergirl,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],5,1,False,0.5,0.57,0,-11.036,1,0.0674,0.4270000000000001,0.461,0.153,0.635,137.928,183933,4.0,2000,2000,19
56,1Mk0zgFkvyxTNadQauvT7j,Sweet,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],6,1,False,0.741,0.429,2,-11.276,1,0.033,0.249,0.7959999999999999,0.172,0.838,117.301,177867,4.0,2000,2000,12
57,2L5Dn2Mpa7kzwQQ01ZlB6X,Dollywood,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],7,1,False,0.523,0.7120000000000001,2,-9.679,1,0.0289,0.0826,0.741,0.0745,0.7809999999999999,126.22,323040,4.0,2000,2000,3
58,1Z2lQY2YpcqpyoHmLHvKIA,Pop Songs Your New Boyfriends's Too Stupid To Know About,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],8,1,False,0.555,0.866,1,-7.109,0,0.0617,0.325,0.155,0.295,0.777,128.916,163267,4.0,2000,2000,5
59,3SsYvb5e5o70Vmax99TGwq,"Then Again, Maybe I Don't","Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],9,1,False,0.318,0.434,0,-12.527,1,0.0525,0.0111,0.00898,0.239,0.7090000000000001,181.988,168827,5.0,2000,2000,4
60,7rd9uPgbtPX513F2MliaaI,Meet Me In Las Vegas,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],10,1,False,0.41,0.754,0,-10.464,1,0.0361,0.0155,0.00501,0.315,0.865,168.601,169867,4.0,2000,2000,3
61,057C2iJtrCXHhCulIwDiCv,Cammy and the Count,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],11,1,False,0.625,0.509,0,-12.701,1,0.03,0.0344,0.0242,0.179,0.6559999999999999,109.032,163640,4.0,2000,2000,3
62,3hjIfTZ4yj1Wtltejw5zIm,Miracles Are Hard To Find,"Old Traditions, New Standards",5yOy93j2Ff4HBVVPbjXrwC,['Tullycraft'],['3KtOvpYuKClAuYxJqdITm6'],12,1,False,0.32,0.747,7,-9.874,1,0.0441,0.0118,0.55,0.631,0.721,171.521,146427,4.0,2000,2000,3
63,3jhBo2nl45Uu3j34Ux3rN4,Sholosh T’nuos,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",1,1,False,0.4370000000000001,0.0691,0,-19.482,0,0.095,0.989,0.958,0.0965,0.264,74.04899999999998,213373,5.0,2015,2015-05-18,15
64,5AcA1sTBIxArIGZZe4bPLn,Keli Atoh,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",2,1,False,0.439,0.129,7,-18.489,0,0.07,0.993,0.926,0.158,0.248,74.289,225520,4.0,2015,2015-05-18,14
65,70zyeUpqyCDHCovLnkbD9o,Kapelye,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",3,1,False,0.371,0.148,7,-17.095,1,0.0628,0.99,0.914,0.126,0.1989999999999999,62.149,433413,4.0,2015,2015-05-18,10
66,130yjAwB2owOT1OQXAfOWh,Y’min Hashem,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",4,1,False,0.425,0.153,2,-17.953,0,0.0634,0.995,0.966,0.11,0.236,81.404,167013,4.0,2015,2015-05-18,10
67,6UZ7uN0Pl0pbC6tPZEiWil,L’chatchila Ariber,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",5,1,False,0.531,0.119,5,-17.221,0,0.053,0.992,0.907,0.104,0.185,135.829,240133,4.0,2015,2015-05-18,10
68,5lvGK2XkypDuIcnlj2Nuir,Niggun Hachono,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",6,1,False,0.482,0.128,2,-16.611,0,0.0369,0.988,0.939,0.118,0.0967,74.416,204147,4.0,2015,2015-05-18,11
69,4Yj9Orcgt16yMgHs9rRg6s,Beinuni,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",7,1,False,0.579,0.135,0,-17.793,0,0.067,0.994,0.929,0.107,0.19,130.934,270520,4.0,2015,2015-05-18,14
70,4vcSjS5gPdLGUqOwDPkBbE,Atoh V’chartonu,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",8,1,False,0.5870000000000001,0.4479999999999999,8,-13.331,1,0.0695,0.97,0.925,0.161,0.932,129.535,195133,4.0,2015,2015-05-18,10
71,0u7xdZlSRMDxsBwvOpBMKm,Niggun Daled Bovos,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",9,1,False,0.419,0.079,7,-18.48,1,0.0426,0.989,0.938,0.122,0.123,74.09,421387,4.0,2015,2015-05-18,12
72,2mi3UUkPhCLXgGxrxFsUyt,Nye Zheritzi Chloptzi,Yom Tov Farbrengen,6s1DT0hHIsorjdV7x9J1Od,"['Zalman Goldstein', 'Yaron Gershovsky']","['484M5h2pbg6VLCFKSc23QS', '35uVMdMrz6sBxOxuAVcYum']",10,1,False,0.701,0.424,9,-14.453,1,0.0446,0.964,0.922,0.14,0.807,135.184,129947,4.0,2015,2015-05-18,8
73,5e55uqvLVYfofo9Ub14Fiz,Yo Cousin Vinny,Vincent LaGuardia Gambini Sings Just For You,7hJvBJ9Qfa8o4FAjgET8Yl,['Joe Pesci'],['0lw0ffS7QCtXnDD2uNAxGQ'],1,1,True,0.68,0.848,2,-5.847,1,0.147,0.198,0.0,0.18,0.664,111.144,203933,4.0,1998,1998-10-01,19
74,2n9qkxboVa8WLZ7HZXRb14,Wise Guy,Vincent LaGuardia Gambini Sings Just For You,7hJvBJ9Qfa8o4FAjgET8Yl,['Joe Pesci'],['0lw0ffS7QCtXnDD2uNAxGQ'],2,1,True,0.867,0.67,11,-7.32,0,0.0646,0.00978,1.19e-05,0.16,0.805,105.012,279267,4.0,1998,1998-10-01,28
75,4jk9MHkm8aHstE9GgPbzaz,Take Your Love And Shove It,Vincent LaGuardia Gambini Sings Just For You,7hJvBJ9Qfa8o4FAjgET8Yl,['Joe Pesci'],['0lw0ffS7QCtXnDD2uNAxGQ'],3,1,True,0.593,0.7809999999999999,0,-4.808,1,0.32,0.0998,0.0,0.0238,0.89,158.776,126173,4.0,1998,1998-10-01,16
76,3r6N2moJRYrnlXdReUuBKc,I've Got News For You,Vincent LaGuardia Gambini Sings Just For You,7hJvBJ9Qfa8o4FAjgET8Yl,['Joe Pesci'],['0lw0ffS7QCtXnDD2uNAxGQ'],4,1,True,0.759,0.7859999999999999,5,-6.357,0,0.209,0.0356,0.0003509999999999,0.114,0.759,140.982,231427,3.0,1998,1998-10-01,9
77,1hDMaUQ5itoUTMWQ8wMx09,How Do You Like Me So Far,Vincent LaGuardia Gambini Sings Just For You,7hJvBJ9Qfa8o4FAjgET8Yl,['Joe Pesci'],['0lw0ffS7QCtXnDD2uNAxGQ'],5,1,True,0.4029999999999999,0.217,11,-12.804,0,0.0333,0.778,0.000644,0.11,0.176,91.944,279867,4.0,1998,1998-10-01,7
